gene	gene_id	lof.oe_ci.upper	is_constrained
STRADA	ENSG00000266173	0.649	FALSE
STRADB	ENSG00000082146	0.792	FALSE
STRAP	ENSG00000023734	0.567	FALSE
STRBP	ENSG00000165209	0.281	TRUE
STRC	ENSG00000242866	0.713	FALSE
STRIP1	ENSG00000143093	0.783	FALSE
STRIP2	ENSG00000128578	0.921	FALSE
STRN	ENSG00000115808	0.686	FALSE
STRN3	ENSG00000196792	0.417	FALSE
STRN4	ENSG00000090372	0.523	FALSE
STT3A	ENSG00000134910	0.51	FALSE
STT3B	ENSG00000163527	0.48	FALSE
STUB1	ENSG00000103266	1.294	FALSE
STUM	ENSG00000203685	1.06	FALSE
STX10	ENSG00000104915	1.299	FALSE
STX11	ENSG00000135604	1.502	FALSE
STX12	ENSG00000117758	0.569	FALSE
STX16	ENSG00000124222	0.977	FALSE
STX16-NPEPL1	ENSG00000254995	NA	NA
STX17	ENSG00000136874	1.082	FALSE
STX18	ENSG00000168818	0.914	FALSE
STX19	ENSG00000178750	1.419	FALSE
STX1A	ENSG00000106089	0.257	TRUE
STX1B	ENSG00000099365	0.308	TRUE
STX2	ENSG00000111450	1.041	FALSE
STX3	ENSG00000166900	0.748	FALSE
STX4	ENSG00000103496	0.835	FALSE
STX5	ENSG00000162236	0.549	FALSE
STX6	ENSG00000135823	0.835	FALSE
STX7	ENSG00000079950	0.899	FALSE
STX8	ENSG00000170310	1.027	FALSE
STXBP1	ENSG00000136854	0.099	TRUE
STXBP2	ENSG00000076944	0.874	FALSE
STXBP3	ENSG00000116266	0.774	FALSE
STXBP4	ENSG00000166263	1.039	FALSE
STXBP5	ENSG00000164506	0.344	TRUE
STXBP5L	ENSG00000145087	0.504	FALSE
STXBP6	ENSG00000168952	1.118	FALSE
STYK1	ENSG00000060140	1.138	FALSE
STYX	ENSG00000198252	0.796	FALSE
STYXL1	ENSG00000127952	1.216	FALSE
STYXL2	ENSG00000198842	1.064	FALSE
SUB1	ENSG00000113387	0.394	TRUE
SUCLA2	ENSG00000136143	0.713	FALSE
SUCLG1	ENSG00000163541	0.958	FALSE
SUCLG2	ENSG00000172340	1.124	FALSE
SUCNR1	ENSG00000198829	1.97	FALSE
SUCO	ENSG00000094975	0.435	FALSE
SUDS3	ENSG00000111707	0.732	FALSE
SUFU	ENSG00000107882	0.214	TRUE
SUGCT	ENSG00000175600	1.145	FALSE
SUGP1	ENSG00000105705	0.602	FALSE
SUGP2	ENSG00000064607	0.368	TRUE
SUGT1	ENSG00000165416	0.347	TRUE
SULF1	ENSG00000137573	0.471	FALSE
SULF2	ENSG00000196562	0.614	FALSE
SULT1A1	ENSG00000196502	1.33	FALSE
SULT1A2	ENSG00000197165	1.237	FALSE
SULT1B1	ENSG00000173597	1.036	FALSE
SULT1C2	ENSG00000198203	0.997	FALSE
SULT1C3	ENSG00000196228	1.514	FALSE
SULT1C4	ENSG00000198075	1.327	FALSE
SULT1E1	ENSG00000109193	1.384	FALSE
SULT2A1	ENSG00000105398	1.611	FALSE
SULT2B1	ENSG00000088002	0.852	FALSE
SULT4A1	ENSG00000130540	0.643	FALSE
SULT6B1	ENSG00000138068	1.558	FALSE
SUMF1	ENSG00000144455	1.254	FALSE
SUMF2	ENSG00000129103	1.224	FALSE
SUMO1	ENSG00000116030	1.064	FALSE
SUMO2	ENSG00000188612	0.394	TRUE
SUMO3	ENSG00000184900	0.558	FALSE
SUMO4	ENSG00000177688	1.64	FALSE
SUN1	ENSG00000164828	0.712	FALSE
SUN2	ENSG00000100242	0.756	FALSE
SUN3	ENSG00000164744	1.194	FALSE
SUN5	ENSG00000167098	1.146	FALSE
SUOX	ENSG00000139531	1.128	FALSE
SUPT16H	ENSG00000092201	0.245	TRUE
SUPT20H	ENSG00000102710	0.789	FALSE
SUPT3H	ENSG00000196284	1.342	FALSE
SUPT4H1	ENSG00000213246	1.048	FALSE
SUPT5H	ENSG00000196235	0.235	TRUE
SUPT6H	ENSG00000109111	0.08	TRUE
SUPT7L	ENSG00000119760	0.618	FALSE
SUPV3L1	ENSG00000156502	0.587	FALSE
SURF1	ENSG00000148290	1.559	FALSE
SURF2	ENSG00000148291	1.753	FALSE
SURF4	ENSG00000148248	0.266	TRUE
SURF6	ENSG00000148296	1.158	FALSE
SUSD1	ENSG00000106868	0.934	FALSE
SUSD2	ENSG00000099994	1.138	FALSE
SUSD3	ENSG00000157303	1.334	FALSE
SUSD4	ENSG00000143502	1.036	FALSE
SUSD5	ENSG00000173705	1.604	FALSE
SUSD6	ENSG00000100647	0.814	FALSE
SUV39H2	ENSG00000152455	0.367	TRUE
SUZ12	ENSG00000178691	0.344	TRUE
SV2A	ENSG00000159164	0.429	FALSE
SV2B	ENSG00000185518	0.68	FALSE
SV2C	ENSG00000122012	0.72	FALSE
SVBP	ENSG00000177868	1.865	FALSE
SVEP1	ENSG00000165124	0.503	FALSE
SVIL	ENSG00000197321	0.485	FALSE
SVIP	ENSG00000198168	1.889	FALSE
SVOP	ENSG00000166111	0.327	TRUE
SVOPL	ENSG00000157703	1.175	FALSE
SWAP70	ENSG00000133789	0.581	FALSE
SWI5	ENSG00000175854	1.114	FALSE
SWSAP1	ENSG00000173928	1.506	FALSE
SWT1	ENSG00000116668	0.448	FALSE
SYBU	ENSG00000147642	0.893	FALSE
SYCE1	ENSG00000171772	0.9	FALSE
SYCE1L	ENSG00000205078	1.673	FALSE
SYCE2	ENSG00000161860	0.348	TRUE
SYCE3	ENSG00000217442	0.802	FALSE
SYCN	ENSG00000179751	1.813	FALSE
SYCP1	ENSG00000198765	0.405	FALSE
SYCP2	ENSG00000196074	0.365	TRUE
SYCP2L	ENSG00000153157	0.94	FALSE
SYCP3	ENSG00000139351	1.063	FALSE
SYDE1	ENSG00000105137	0.987	FALSE
SYDE2	ENSG00000097096	0.994	FALSE
SYF2	ENSG00000117614	0.878	FALSE
SYK	ENSG00000165025	0.302	TRUE
SYMPK	ENSG00000125755	0.486	FALSE
SYN2	ENSG00000157152	0.539	FALSE
SYN3	ENSG00000185666	0.723	FALSE
SYNC	ENSG00000162520	1.012	FALSE
SYNCRIP	ENSG00000135316	0.249	TRUE
SYNDIG1	ENSG00000101463	1.242	FALSE
SYNDIG1L	ENSG00000183379	1.177	FALSE
SYNE1	ENSG00000131018	0.564	FALSE
SYNE2	ENSG00000054654	0.516	FALSE
SYNE3	ENSG00000176438	1.131	FALSE
SYNE4	ENSG00000181392	1.251	FALSE
SYNGAP1	ENSG00000197283	0.127	TRUE
SYNGR1	ENSG00000100321	0.901	FALSE
SYNGR2	ENSG00000108639	1.071	FALSE
SYNGR3	ENSG00000127561	1.277	FALSE
SYNGR4	ENSG00000105467	1.557	FALSE
SYNJ1	ENSG00000159082	0.539	FALSE
SYNJ2	ENSG00000078269	0.968	FALSE
SYNJ2BP	ENSG00000213463	1.04	FALSE
SYNJ2BP-COX16	ENSG00000258644	1.18	FALSE
SYNM	ENSG00000182253	1.178	FALSE
SYNPO	ENSG00000171992	0.579	FALSE
SYNPO2	ENSG00000172403	0.764	FALSE
SYNPO2L	ENSG00000166317	0.967	FALSE
SYNPR	ENSG00000163630	0.999	FALSE
SYNRG	ENSG00000275066	0.38	TRUE
SYPL1	ENSG00000008282	0.544	FALSE
SYPL2	ENSG00000143028	1.138	FALSE
SYS1	ENSG00000204070	0.975	FALSE
SYS1-DBNDD2	ENSG00000254806	NA	NA
SYT1	ENSG00000067715	0.332	TRUE
SYT10	ENSG00000110975	0.814	FALSE
SYT11	ENSG00000132718	0.52	FALSE
SYT12	ENSG00000173227	0.908	FALSE
SYT13	ENSG00000019505	0.777	FALSE
SYT14	ENSG00000143469	0.553	FALSE
SYT15	ENSG00000204176	0.623	FALSE
SYT16	ENSG00000139973	0.886	FALSE
SYT17	ENSG00000103528	0.665	FALSE
SYT2	ENSG00000143858	0.585	FALSE
SYT3	ENSG00000213023	0.751	FALSE
SYT4	ENSG00000132872	0.319	TRUE
SYT5	ENSG00000129990	1.168	FALSE
SYT6	ENSG00000134207	0.722	FALSE
SYT7	ENSG00000011347	0.553	FALSE
SYT8	ENSG00000149043	1.829	FALSE
SYT9	ENSG00000170743	0.656	FALSE
SYTL1	ENSG00000142765	1.047	FALSE
SYTL2	ENSG00000137501	0.945	FALSE
SYTL3	ENSG00000164674	1.342	FALSE
SYVN1	ENSG00000162298	0.425	FALSE
SZRD1	ENSG00000055070	0.728	FALSE
SZT2	ENSG00000198198	0.582	FALSE
TAAR1	ENSG00000146399	1.947	FALSE
TAAR2	ENSG00000146378	1.529	FALSE
TAAR5	ENSG00000135569	1.685	FALSE
TAAR6	ENSG00000146383	1.23	FALSE
TAAR8	ENSG00000146385	NA	NA
TAAR9	ENSG00000237110	1.843	FALSE
TAB1	ENSG00000100324	0.752	FALSE
TAB2	ENSG00000055208	0.117	TRUE
TAC1	ENSG00000006128	0.814	FALSE
TAC3	ENSG00000166863	0.927	FALSE
TAC4	ENSG00000176358	1.404	FALSE
TACC1	ENSG00000147526	0.758	FALSE
TACC2	ENSG00000138162	0.662	FALSE
TACC3	ENSG00000013810	0.764	FALSE
TACO1	ENSG00000136463	0.848	FALSE
TACR1	ENSG00000115353	0.918	FALSE
TACR2	ENSG00000075073	1.126	FALSE
TACR3	ENSG00000169836	1.21	FALSE
TACSTD2	ENSG00000184292	1.868	FALSE
TADA1	ENSG00000152382	0.809	FALSE
TADA2A	ENSG00000276234	0.657	FALSE
TADA2B	ENSG00000173011	0.758	FALSE
TADA3	ENSG00000171148	0.808	FALSE
TAF10	ENSG00000166337	0.4	FALSE
TAF11	ENSG00000064995	0.656	FALSE
TAF12	ENSG00000120656	0.375	TRUE
TAF13	ENSG00000197780	1.03	FALSE
TAF15	ENSG00000270647	0.44	FALSE
TAF1A	ENSG00000143498	0.801	FALSE
TAF1B	ENSG00000115750	0.73	FALSE
TAF1C	ENSG00000103168	1.351	FALSE
TAF1D	ENSG00000166012	1.194	FALSE
TAF1L	ENSG00000122728	0.307	TRUE
TAF2	ENSG00000064313	0.551	FALSE
TAF3	ENSG00000165632	0.124	TRUE
TAF4	ENSG00000130699	0.205	TRUE
TAF4B	ENSG00000141384	0.646	FALSE
TAF5	ENSG00000148835	0.366	TRUE
TAF5L	ENSG00000135801	0.22	TRUE
TAF6	ENSG00000106290	0.827	FALSE
TAF6L	ENSG00000162227	0.8	FALSE
TAF7	ENSG00000178913	0.588	FALSE
TAF8	ENSG00000137413	1.66	FALSE
TAF9	ENSG00000273841	1	FALSE
TAFA1	ENSG00000183662	0.431	FALSE
TAFA2	ENSG00000198673	0.823	FALSE
TAFA3	ENSG00000184599	1.246	FALSE
TAFA4	ENSG00000163377	1.334	FALSE
TAFA5	ENSG00000219438	0.82	FALSE
TAGAP	ENSG00000164691	0.728	FALSE
TAGLN	ENSG00000149591	1.062	FALSE
TAGLN2	ENSG00000158710	0.84	FALSE
TAGLN3	ENSG00000144834	0.741	FALSE
TAL1	ENSG00000162367	0.991	FALSE
TAL2	ENSG00000186051	1.378	FALSE
TALDO1	ENSG00000177156	1.015	FALSE
TAMALIN	ENSG00000161835	0.587	FALSE
TAMM41	ENSG00000144559	1.08	FALSE
TANC1	ENSG00000115183	0.648	FALSE
TANC2	ENSG00000170921	0.17	TRUE
TANGO2	ENSG00000183597	0.914	FALSE
TANGO6	ENSG00000103047	0.961	FALSE
TANK	ENSG00000136560	0.442	FALSE
TAOK1	ENSG00000160551	0.216	TRUE
TAOK2	ENSG00000149930	0.459	FALSE
TAOK3	ENSG00000135090	0.339	TRUE
TAP1	ENSG00000168394	0.876	FALSE
TAP2	ENSG00000204267	0.842	FALSE
TAPBP	ENSG00000231925	1.061	FALSE
TAPBPL	ENSG00000139192	0.995	FALSE
TAPT1	ENSG00000169762	0.698	FALSE
TARBP1	ENSG00000059588	0.95	FALSE
TARBP2	ENSG00000139546	0.909	FALSE
TARDBP	ENSG00000120948	0.229	TRUE
TARM1	ENSG00000248385	1.072	FALSE
TARS1	ENSG00000113407	0.707	FALSE
TARS2	ENSG00000143374	0.76	FALSE
TARS3	ENSG00000185418	1.092	FALSE
TAS1R1	ENSG00000173662	0.887	FALSE
TAS1R2	ENSG00000179002	1.127	FALSE
TAS1R3	ENSG00000169962	1.637	FALSE
TAS2R1	ENSG00000169777	1.827	FALSE
TAS2R10	ENSG00000121318	1.891	FALSE
TAS2R13	ENSG00000212128	1.773	FALSE
TAS2R14	ENSG00000212127	1.883	FALSE
TAS2R16	ENSG00000128519	1.887	FALSE
TAS2R19	ENSG00000212124	NA	NA
TAS2R20	ENSG00000255837	1.939	FALSE
TAS2R3	ENSG00000127362	1.057	FALSE
TAS2R30	ENSG00000256188	1.889	FALSE
TAS2R31	ENSG00000256436	1.86	FALSE
TAS2R38	ENSG00000257138	1.175	FALSE
TAS2R39	ENSG00000236398	1.504	FALSE
TAS2R4	ENSG00000127364	1.703	FALSE
TAS2R40	ENSG00000221937	1.252	FALSE
TAS2R41	ENSG00000221855	1.685	FALSE
TAS2R42	ENSG00000186136	1.941	FALSE
TAS2R43	ENSG00000255374	1.877	FALSE
TAS2R46	ENSG00000226761	1.839	FALSE
TAS2R5	ENSG00000127366	1.124	FALSE
TAS2R50	ENSG00000212126	NA	NA
TAS2R60	ENSG00000185899	1.152	FALSE
TAS2R7	ENSG00000121377	NA	NA
TAS2R8	ENSG00000121314	NA	NA
TAS2R9	ENSG00000121381	1.891	FALSE
TASOR	ENSG00000163946	0.378	TRUE
TASOR2	ENSG00000108021	0.463	FALSE
TASP1	ENSG00000089123	0.518	FALSE
TAT	ENSG00000198650	0.844	FALSE
TATDN1	ENSG00000147687	1.258	FALSE
TATDN2	ENSG00000157014	0.91	FALSE
TATDN3	ENSG00000203705	1.128	FALSE
TAX1BP1	ENSG00000106052	0.786	FALSE
TAX1BP3	ENSG00000213977	1.433	FALSE
TBATA	ENSG00000166220	1.457	FALSE
TBC1D1	ENSG00000065882	0.859	FALSE
TBC1D10A	ENSG00000099992	0.682	FALSE
TBC1D10B	ENSG00000169221	0.527	FALSE
TBC1D10C	ENSG00000175463	1.328	FALSE
TBC1D12	ENSG00000108239	0.875	FALSE
TBC1D13	ENSG00000107021	0.954	FALSE
TBC1D14	ENSG00000132405	0.432	FALSE
TBC1D15	ENSG00000121749	0.633	FALSE
TBC1D16	ENSG00000167291	1.039	FALSE
TBC1D17	ENSG00000104946	1.112	FALSE
TBC1D19	ENSG00000109680	0.667	FALSE
TBC1D2	ENSG00000095383	0.796	FALSE
TBC1D20	ENSG00000125875	0.468	FALSE
TBC1D21	ENSG00000167139	1.052	FALSE
TBC1D22A	ENSG00000054611	0.881	FALSE
TBC1D22B	ENSG00000065491	0.63	FALSE
TBC1D23	ENSG00000036054	0.882	FALSE
TBC1D24	ENSG00000162065	1.214	FALSE
TBC1D26	ENSG00000214946	0.688	FALSE
TBC1D28	ENSG00000189375	1.066	FALSE
TBC1D2B	ENSG00000167202	0.739	FALSE
TBC1D30	ENSG00000111490	0.653	FALSE
TBC1D31	ENSG00000156787	0.88	FALSE
TBC1D32	ENSG00000146350	0.984	FALSE
TBC1D3B	ENSG00000274808	0.456	FALSE
TBC1D3F	ENSG00000275954	1.746	FALSE
TBC1D3L	ENSG00000274512	1.25	FALSE
TBC1D4	ENSG00000136111	0.973	FALSE
TBC1D5	ENSG00000131374	0.87	FALSE
TBC1D7	ENSG00000145979	1.431	FALSE
TBC1D8	ENSG00000204634	0.689	FALSE
TBC1D9	ENSG00000109436	0.595	FALSE
TBC1D9B	ENSG00000197226	0.889	FALSE
TBCA	ENSG00000171530	1.07	FALSE
TBCB	ENSG00000105254	1.073	FALSE
TBCC	ENSG00000124659	1.802	FALSE
TBCCD1	ENSG00000113838	0.666	FALSE
TBCD	ENSG00000141556	0.763	FALSE
TBCE	ENSG00000284770	0.868	FALSE
TBCEL	ENSG00000154114	0.513	FALSE
TBCEL-TECTA	ENSG00000285509	0.577	FALSE
TBCK	ENSG00000145348	1.062	FALSE
TBK1	ENSG00000183735	0.505	FALSE
TBKBP1	ENSG00000198933	1.107	FALSE
TBL1XR1	ENSG00000177565	0.174	TRUE
TBL2	ENSG00000106638	1.054	FALSE
TBL3	ENSG00000183751	0.885	FALSE
TBP	ENSG00000112592	0.41	FALSE
TBPL1	ENSG00000028839	0.421	FALSE
TBPL2	ENSG00000182521	1.378	FALSE
TBR1	ENSG00000136535	0.246	TRUE
TBRG1	ENSG00000154144	1.097	FALSE
TBRG4	ENSG00000136270	0.825	FALSE
TBX1	ENSG00000184058	0.703	FALSE
TBX10	ENSG00000167800	1.07	FALSE
TBX15	ENSG00000092607	0.471	FALSE
TBX18	ENSG00000112837	0.56	FALSE
TBX19	ENSG00000143178	0.974	FALSE
TBX2	ENSG00000121068	0.832	FALSE
TBX20	ENSG00000164532	0.378	TRUE
TBX21	ENSG00000073861	0.381	TRUE
TBX3	ENSG00000135111	0.468	FALSE
TBX4	ENSG00000121075	0.379	TRUE
TBX5	ENSG00000089225	0.267	TRUE
TBX6	ENSG00000149922	0.936	FALSE
TBXA2R	ENSG00000006638	1.48	FALSE
TBXAS1	ENSG00000059377	0.948	FALSE
TBXT	ENSG00000164458	0.667	FALSE
TC2N	ENSG00000165929	1.165	FALSE
TCAF1	ENSG00000198420	0.762	FALSE
TCAF2	ENSG00000170379	0.946	FALSE
TCAIM	ENSG00000179152	0.749	FALSE
TCAP	ENSG00000173991	1.374	FALSE
TCEA1	ENSG00000187735	0.937	FALSE
TCEA2	ENSG00000171703	0.724	FALSE
TCEA3	ENSG00000204219	1.063	FALSE
TCEANC2	ENSG00000116205	1.269	FALSE
TCERG1	ENSG00000113649	0.323	TRUE
TCERG1L	ENSG00000176769	1.148	FALSE
TCF12	ENSG00000140262	0.609	FALSE
TCF15	ENSG00000125878	1.957	FALSE
TCF19	ENSG00000137310	0.889	FALSE
TCF20	ENSG00000100207	0.05	TRUE
TCF21	ENSG00000118526	0.53	FALSE
TCF23	ENSG00000163792	1.171	FALSE
TCF24	ENSG00000261787	1.44	FALSE
TCF25	ENSG00000141002	0.672	FALSE
TCF3	ENSG00000071564	1.239	FALSE
TCF4	ENSG00000196628	0.096	TRUE
TCF7	ENSG00000081059	0.624	FALSE
TCF7L1	ENSG00000152284	0.472	FALSE
TCF7L2	ENSG00000148737	0.474	FALSE
TCFL5	ENSG00000101190	0.381	TRUE
TCHH	ENSG00000159450	1.811	FALSE
TCHHL1	ENSG00000182898	1.643	FALSE
TCHP	ENSG00000139437	1.111	FALSE
TCIM	ENSG00000176907	1.339	FALSE
TCIRG1	ENSG00000110719	1.222	FALSE
TCL1A	ENSG00000100721	0.921	FALSE
TCL1B	ENSG00000213231	1.222	FALSE
TCN1	ENSG00000134827	1.227	FALSE
TCN2	ENSG00000185339	0.888	FALSE
TCOF1	ENSG00000070814	0.288	TRUE
TCP1	ENSG00000120438	0.22	TRUE
TCP10L	ENSG00000242220	0.889	FALSE
TCP10L2	ENSG00000166984	0.671	FALSE
TCP11	ENSG00000124678	0.948	FALSE
TCP11L1	ENSG00000176148	0.756	FALSE
TCP11L2	ENSG00000166046	1.031	FALSE
TCTA	ENSG00000145022	1.439	FALSE
TCTE1	ENSG00000146221	1.217	FALSE
TCTN1	ENSG00000204852	1.133	FALSE
TCTN2	ENSG00000168778	0.992	FALSE
TCTN3	ENSG00000119977	0.938	FALSE
TDG	ENSG00000139372	0.811	FALSE
TDGF1	ENSG00000241186	1.329	FALSE
TDO2	ENSG00000151790	1.104	FALSE
TDP1	ENSG00000042088	0.983	FALSE
TDP2	ENSG00000111802	1.197	FALSE
TDRD1	ENSG00000095627	0.387	TRUE
TDRD10	ENSG00000163239	1.061	FALSE
TDRD12	ENSG00000173809	1.351	FALSE
TDRD3	ENSG00000083544	0.682	FALSE
TDRD5	ENSG00000162782	0.413	FALSE
TDRD6	ENSG00000180113	1.267	FALSE
TDRD7	ENSG00000196116	0.521	FALSE
TDRD9	ENSG00000156414	0.893	FALSE
TDRKH	ENSG00000182134	0.601	FALSE
TDRP	ENSG00000180190	1.82	FALSE
TEAD1	ENSG00000187079	0.276	TRUE
TEAD2	ENSG00000074219	1.035	FALSE
TEAD3	ENSG00000007866	0.435	FALSE
TEAD4	ENSG00000197905	0.889	FALSE
TEC	ENSG00000135605	0.89	FALSE
TECPR1	ENSG00000205356	1.05	FALSE
TECPR2	ENSG00000196663	0.607	FALSE
TECR	ENSG00000099797	0.541	FALSE
TECRL	ENSG00000205678	1.563	FALSE
TECTA	ENSG00000109927	0.661	FALSE
TECTB	ENSG00000119913	1.256	FALSE
TEDC1	ENSG00000185347	1.394	FALSE
TEDC2	ENSG00000162062	1.482	FALSE
TEDDM1	ENSG00000203730	1.718	FALSE
TEF	ENSG00000167074	0.389	TRUE
TEFM	ENSG00000172171	0.808	FALSE
TEK	ENSG00000120156	0.368	TRUE
TEKT1	ENSG00000167858	1.183	FALSE
TEKT2	ENSG00000092850	1.1	FALSE
TEKT3	ENSG00000125409	1.193	FALSE
TEKT4	ENSG00000163060	1.422	FALSE
TEKT5	ENSG00000153060	1.319	FALSE
TELO2	ENSG00000100726	1.03	FALSE
TEN1	ENSG00000257949	1.23	FALSE
TEN1-CDK3	ENSG00000261408	NA	NA
TENM2	ENSG00000145934	0.258	TRUE
TENM3	ENSG00000218336	0.305	TRUE
TENM4	ENSG00000149256	0.416	FALSE
TENT2	ENSG00000164329	0.882	FALSE
TENT4A	ENSG00000112941	0.208	TRUE
TENT4B	ENSG00000121274	0.222	TRUE
TENT5A	ENSG00000112773	0.545	FALSE
TENT5B	ENSG00000158246	0.995	FALSE
TENT5C	ENSG00000183508	0.448	FALSE
TEP1	ENSG00000129566	0.848	FALSE
TEPP	ENSG00000159648	1.187	FALSE
TEPSIN	ENSG00000167302	1.505	FALSE
TERB1	ENSG00000249961	1.075	FALSE
TERB2	ENSG00000167014	1.089	FALSE
TERF1	ENSG00000147601	0.6	FALSE
TERF2	ENSG00000132604	0.444	FALSE
TERF2IP	ENSG00000166848	1.45	FALSE
TERT	ENSG00000164362	0.593	FALSE
TES	ENSG00000135269	1.12	FALSE
TESC	ENSG00000088992	1.113	FALSE
TESK1	ENSG00000107140	0.404	FALSE
TESK2	ENSG00000070759	0.865	FALSE
TESMIN	ENSG00000132749	1.02	FALSE
TESPA1	ENSG00000135426	0.763	FALSE
TET1	ENSG00000138336	0.151	TRUE
TET2	ENSG00000168769	1.997	FALSE
TET3	ENSG00000187605	0.213	TRUE
TEX10	ENSG00000136891	0.35	TRUE
TEX101	ENSG00000131126	0.875	FALSE
TEX12	ENSG00000150783	1.807	FALSE
TEX14	ENSG00000121101	1.043	FALSE
TEX15	ENSG00000133863	0.789	FALSE
TEX19	ENSG00000182459	1.886	FALSE
TEX2	ENSG00000136478	0.607	FALSE
TEX22	ENSG00000226174	1.929	FALSE
TEX26	ENSG00000175664	1.233	FALSE
TEX261	ENSG00000144043	0.878	FALSE
TEX264	ENSG00000164081	0.798	FALSE
TEX29	ENSG00000153495	1.804	FALSE
TEX30	ENSG00000151287	1.138	FALSE
TEX33	ENSG00000185264	1.213	FALSE
TEX35	ENSG00000240021	0.961	FALSE
TEX36	ENSG00000175018	1.321	FALSE
TEX37	ENSG00000172073	1.404	FALSE
TEX38	ENSG00000186118	1.892	FALSE
TEX43	ENSG00000196900	1.547	FALSE
TEX44	ENSG00000177673	1.869	FALSE
TEX45	ENSG00000198723	1.311	FALSE
TEX46	ENSG00000227868	1.606	FALSE
TEX47	ENSG00000164645	1.408	FALSE
TEX48	ENSG00000230601	1.563	FALSE
TEX50	ENSG00000232113	0.936	FALSE
TEX52	ENSG00000283297	1.822	FALSE
TEX55	ENSG00000163424	0.914	FALSE
TEX9	ENSG00000151575	1.392	FALSE
TF	ENSG00000091513	0.834	FALSE
TFAM	ENSG00000108064	0.742	FALSE
TFAP2A	ENSG00000137203	0.334	TRUE
TFAP2B	ENSG00000008196	0.353	TRUE
TFAP2C	ENSG00000087510	0.417	FALSE
TFAP2D	ENSG00000008197	0.389	TRUE
TFAP2E	ENSG00000116819	1.418	FALSE
TFAP4	ENSG00000090447	0.356	TRUE
TFB1M	ENSG00000029639	1.099	FALSE
TFB2M	ENSG00000162851	1.156	FALSE
TFCP2	ENSG00000135457	0.564	FALSE
TFCP2L1	ENSG00000115112	0.277	TRUE
TFDP1	ENSG00000198176	0.245	TRUE
TFDP2	ENSG00000114126	0.443	FALSE
TFEB	ENSG00000112561	0.467	FALSE
TFEC	ENSG00000105967	0.905	FALSE
TFF1	ENSG00000160182	1.689	FALSE
TFF2	ENSG00000160181	1.742	FALSE
TFF3	ENSG00000160180	1.201	FALSE
TFG	ENSG00000114354	0.591	FALSE
TFIP11	ENSG00000100109	1.019	FALSE
TFPI	ENSG00000003436	0.558	FALSE
TFPI2	ENSG00000105825	1.336	FALSE
TFPT	ENSG00000105619	1.267	FALSE
TFR2	ENSG00000106327	0.907	FALSE
TFRC	ENSG00000072274	0.489	FALSE
TG	ENSG00000042832	0.892	FALSE
TGDS	ENSG00000088451	1.184	FALSE
TGFA	ENSG00000163235	0.996	FALSE
TGFB1	ENSG00000105329	0.682	FALSE
TGFB1I1	ENSG00000140682	0.879	FALSE
TGFB2	ENSG00000092969	0.463	FALSE
TGFB3	ENSG00000119699	0.249	TRUE
TGFBI	ENSG00000120708	0.856	FALSE
TGFBR1	ENSG00000106799	0.509	FALSE
TGFBR2	ENSG00000163513	0.531	FALSE
TGFBR3	ENSG00000069702	0.636	FALSE
TGFBR3L	ENSG00000260001	1.86	FALSE
TGFBRAP1	ENSG00000135966	0.346	TRUE
TGIF1	ENSG00000177426	0.477	FALSE
TGIF2	ENSG00000118707	0.667	FALSE
TGIF2-RAB5IF	ENSG00000259399	0.865	FALSE
TGM1	ENSG00000092295	0.847	FALSE
TGM2	ENSG00000198959	0.902	FALSE
TGM3	ENSG00000125780	0.895	FALSE
TGM4	ENSG00000163810	0.968	FALSE
TGM5	ENSG00000104055	1.034	FALSE
TGM6	ENSG00000166948	1.134	FALSE
TGM7	ENSG00000159495	1.075	FALSE
TGOLN2	ENSG00000152291	0.913	FALSE
TGS1	ENSG00000137574	0.887	FALSE
TH	ENSG00000180176	1.27	FALSE
THADA	ENSG00000115970	1.178	FALSE
THAP1	ENSG00000131931	0.571	FALSE
THAP10	ENSG00000129028	1.007	FALSE
THAP11	ENSG00000168286	0.681	FALSE
THAP12	ENSG00000137492	0.514	FALSE
THAP2	ENSG00000173451	1.137	FALSE
THAP3	ENSG00000041988	1.241	FALSE
THAP4	ENSG00000176946	0.585	FALSE
THAP5	ENSG00000177683	1.089	FALSE
THAP6	ENSG00000174796	1.028	FALSE
THAP7	ENSG00000184436	1.147	FALSE
THAP8	ENSG00000161277	1.615	FALSE
THAP9	ENSG00000168152	0.791	FALSE
THBD	ENSG00000178726	1.938	FALSE
THBS1	ENSG00000137801	0.301	TRUE
THBS2	ENSG00000186340	0.446	FALSE
THBS3	ENSG00000169231	0.747	FALSE
THBS4	ENSG00000113296	0.946	FALSE
THEG	ENSG00000105549	1.223	FALSE
THEGL	ENSG00000249693	1.291	FALSE
THEM4	ENSG00000159445	1.569	FALSE
THEM5	ENSG00000196407	1.492	FALSE
THEM6	ENSG00000130193	1.948	FALSE
THEMIS	ENSG00000172673	0.894	FALSE
THEMIS2	ENSG00000130775	0.837	FALSE
THG1L	ENSG00000113272	1.114	FALSE
THNSL1	ENSG00000185875	1.166	FALSE
THNSL2	ENSG00000144115	1.122	FALSE
THOC1	ENSG00000079134	0.546	FALSE
THOC3	ENSG00000051596	1.002	FALSE
THOC5	ENSG00000100296	0.625	FALSE
THOC6	ENSG00000131652	0.872	FALSE
THOC7	ENSG00000163634	0.868	FALSE
THOP1	ENSG00000172009	0.876	FALSE
